154
307.000000, 476.000000
107.000000, 490.000000
10.000000, 499.000000
8.000000, 499.000000
0.000019, 0.997539
0.000002, 0.995095
0.000001, 0.987302
0.000007, 0.992703
0.000005, 0.995271
0.000006, 0.998535
0.000003, 0.997355
0.000007, 0.997897
0.000001, 0.993741
0.000001, 0.980498
0.000001, 0.999983
0.000002, 0.975392
0.000009, 0.993913
0.000001, 0.984435
0.000002, 0.993899
0.000001, 0.995195
0.000001, 0.997872
0.000001, 0.994635
0.000001, 0.976552
0.000001, 0.999224
0.000003, 0.990508
0.000943, 0.666667
0.000172, 0.985915
0.000034, 0.698630
0.000430, 0.701674
0.000219, 0.976577
0.000549, 1.000000
0.001042, 1.000000
0.000350, 0.948718
0.000214, 0.980000
0.000140, 0.868421
0.000430, 1.000000
0.000569, 0.099332
0.000866, 0.061224
0.000480, 0.745763
0.000451, 0.881356
0.000320, 0.723684
0.000925, 1.000000
0.001512, 1.000000
0.001390, 1.000000
0.000422, 0.744681
0.000589, 0.750000
0.000569, 0.821918
0.000441, 1.000000
0.000394, 0.649635
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.003392, 1.354490
0.027265, 1.072406
71.000000, 211105.000000
14.000000, 482.000000
74.000000, 492.000000
5.000000, 499.000000
3.000000, 499.000000
0.000472, 0.682882
0.000001, 0.995095
0.000001, 0.987302
0.000001, 0.992703
0.000001, 0.995271
0.000002, 0.986712
0.000003, 0.997355
0.000001, 0.997897
0.000001, 0.993741
0.000001, 0.977437
0.000009, 0.999528
0.000002, 0.991614
0.000001, 0.993913
0.000001, 0.984435
0.000001, 0.993899
0.000001, 0.995195
0.000001, 0.976353
0.000001, 0.994635
0.000001, 0.976552
0.000001, 0.998943
0.000001, 0.990508
0.000943, 0.666667
0.000172, 0.985915
0.000034, 0.698630
0.000827, 0.909091
0.000219, 1.000000
0.000549, 1.000000
0.001042, 1.000000
0.000350, 1.000000
0.000214, 1.000000
0.000140, 0.868421
0.001014, 1.000000
0.001096, 0.117844
0.001529, 0.314286
0.000204, 0.909091
0.000451, 0.800000
0.000320, 0.960000
0.000925, 0.915663
0.001512, 1.000000
0.001390, 1.000000
0.000422, 0.869565
0.000589, 0.920000
0.000595, 0.821918
0.000685, 1.000000
0.000943, 0.853659
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000000, 0.000000
0.000773, 2.123172
0.027263, 1.174184
59.000000, 208890.000000
0.011855, 1.579087
0.024875, 0.569017
